epoch,loss,val_loss
0,25.78890037536621,16.447961807250977
1,16.427701950073242,16.33350372314453
2,16.358842849731445,16.32845115661621
3,16.351442337036133,16.31861686706543
4,16.342044830322266,16.316226959228516
5,16.339923858642578,16.31304931640625
6,16.33312225341797,16.312114715576172
7,16.3254337310791,16.3095645904541
8,16.32229995727539,16.31209373474121
9,16.303606033325195,16.29349136352539
